Date,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env
2020/10/16,8:52:5,4.046250,0,0.000000,0.000000,267,77,0,0,0,0,1,1,1,1,1,1
2020/10/16,8:52:15,4.046250,0,0.000000,0.000000,114,38,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:52:25,4.043750,0,0.000000,0.000000,147,49,3,3,3,0,0,0,1,0,0,1
2020/10/16,8:52:42,4.043750,0,0.000000,0.000000,144,44,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:52:52,4.042500,0,0.000000,0.000000,300,73,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:53:12,4.043750,0,0.000000,0.000000,270,82,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:53:22,4.046250,0,0.000000,0.000000,165,51,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:53:42,4.046250,0,0.000000,0.000000,153,51,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:53:52,4.046250,0,0.000000,0.000000,138,46,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:54:12,4.046250,0,0.000000,0.000000,78,19,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:54:22,4.043750,0,0.000000,0.000000,336,96,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:54:42,4.041250,0,0.000000,0.000000,90,22,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:54:52,4.041250,0,0.000000,0.000000,114,23,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:55:12,4.043750,0,0.000000,0.000000,78,26,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:55:22,4.046250,0,0.000000,0.000000,90,26,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:55:42,4.043750,0,0.000000,0.000000,114,34,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:55:52,4.043750,0,0.000000,0.000000,135,33,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:56:12,4.041250,0,0.000000,0.000000,129,43,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:56:22,4.043750,0,0.000000,0.000000,135,45,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:56:42,4.046250,0,0.000000,0.000000,168,49,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:56:52,4.043750,0,0.000000,0.000000,153,48,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:57:12,4.045000,0,0.000000,0.000000,93,31,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:57:22,4.045000,0,0.000000,0.000000,183,53,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:57:42,4.041250,0,0.000000,0.000000,132,38,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:57:52,4.038750,0,0.000000,0.000000,144,42,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:58:12,4.041250,0,0.000000,0.000000,105,27,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:58:22,4.043750,0,0.000000,0.000000,150,42,9,6,0,0,0,0,1,0,0,1
2020/10/16,8:58:42,4.043750,0,0.000000,0.000000,234,63,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:58:52,4.043750,0,0.000000,0.000000,174,51,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:59:12,4.043750,0,0.000000,0.000000,123,31,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:59:22,4.041250,0,0.000000,0.000000,51,17,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:59:42,4.038750,0,0.000000,0.000000,96,28,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:59:52,4.038750,0,0.000000,0.000000,111,30,3,0,0,0,0,0,0,0,0,0
2020/10/16,9:0:12,4.042500,0,0.000000,0.000000,195,65,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:0:22,4.042500,0,0.000000,0.000000,213,71,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:0:42,4.041250,0,0.000000,0.000000,189,59,6,3,0,0,0,0,0,0,0,0
2020/10/16,9:0:52,4.038750,0,0.000000,0.000000,183,61,3,0,0,0,0,0,0,0,0,0
2020/10/16,9:1:12,4.038750,0,0.000000,0.000000,174,51,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:1:22,4.038750,0,0.000000,0.000000,138,39,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:1:42,4.041250,0,0.000000,0.000000,54,18,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:1:52,4.042500,0,0.000000,0.000000,54,18,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:2:12,4.041250,0,0.000000,0.000000,96,32,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:2:22,4.041250,0,0.000000,0.000000,117,39,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:2:42,4.038750,0,0.000000,0.000000,111,33,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:2:52,4.036250,0,0.000000,0.000000,144,44,7,0,0,0,0,0,0,0,0,0
2020/10/16,9:3:12,4.038750,0,0.000000,0.000000,54,15,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:3:22,4.038750,0,0.000000,0.000000,63,17,0,0,0,0,0,0,0,0,0,0
