Date,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env
2020/10/15,14:53:40,4.088750,0,0.000000,0.000000,285,91,3,0,0,0,0,0,0,0,0,0
2020/10/15,14:53:50,4.088750,0,0.000000,0.000000,258,79,3,0,0,0,0,0,0,0,0,0
2020/10/15,14:54:17,4.088750,0,0.000000,0.000000,135,45,0,0,0,0,0,0,0,0,0,0
2020/10/15,14:54:27,4.088750,0,0.000000,0.000000,210,67,0,0,0,0,0,0,0,0,0,0
2020/10/15,14:54:47,4.087500,0,0.000000,0.000000,180,60,0,0,0,0,0,0,0,0,0,0
2020/10/15,14:54:57,4.087500,0,0.000000,0.000000,162,54,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:51:8,4.085000,0,0.000000,0.000000,192,64,6,0,0,0,0,0,0,0,0,0
2020/10/16,8:51:18,4.086250,0,0.000000,0.000000,108,30,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:51:45,4.085000,0,0.000000,0.000000,72,24,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:51:55,4.085000,0,0.000000,0.000000,99,33,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:52:15,4.082500,0,0.000000,0.000000,117,39,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:52:25,4.081250,0,0.000000,0.000000,135,39,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:52:45,4.080000,0,0.000000,0.000000,183,58,6,0,0,0,0,0,0,0,0,0
2020/10/16,8:52:55,4.081250,0,0.000000,0.000000,165,52,6,0,0,0,0,0,0,0,0,0
2020/10/16,8:53:15,4.081250,0,0.000000,0.000000,192,61,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:53:25,4.083750,0,0.000000,0.000000,183,55,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:53:45,4.081250,0,0.000000,0.000000,126,42,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:53:55,4.080000,0,0.000000,0.000000,126,42,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:54:15,4.078750,0,0.000000,0.000000,99,27,6,0,0,0,0,0,0,0,0,0
2020/10/16,8:54:25,4.078750,0,0.000000,0.000000,156,52,6,0,0,0,0,0,0,0,0,0
2020/10/16,8:54:45,4.080000,0,0.000000,0.000000,183,61,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:54:55,4.080000,0,0.000000,0.000000,99,27,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:55:15,4.081250,0,0.000000,0.000000,201,52,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:55:25,4.081250,0,0.000000,0.000000,228,61,3,3,3,3,0,0,2,0,0,2
2020/10/16,8:55:45,4.077500,0,0.000000,0.000000,201,57,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:55:55,4.076250,0,0.000000,0.000000,228,60,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:56:15,4.077500,0,0.000000,0.000000,81,24,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:56:25,4.078750,0,0.000000,0.000000,129,40,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:56:45,4.078750,0,0.000000,0.000000,126,36,3,0,0,0,0,0,0,0,0,0
