Date,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env
2020/10/16,8:48:27,4.038750,0,0.000000,0.000000,114,38,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:48:57,4.038750,0,0.000000,0.000000,126,39,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:49:27,4.036250,0,0.000000,0.000000,162,42,3,3,3,3,0,0,2,0,0,2
2020/10/16,8:49:57,4.038750,0,0.000000,0.000000,126,42,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:50:27,4.037500,0,0.000000,0.000000,156,48,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:50:57,4.033750,0,0.000000,0.000000,39,13,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:51:27,4.032500,0,0.000000,0.000000,63,21,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:51:57,4.036250,0,0.000000,0.000000,39,13,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:52:27,4.036250,0,0.000000,0.000000,156,52,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:52:57,4.031250,0,0.000000,0.000000,84,28,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:53:27,4.036250,0,0.000000,0.000000,123,34,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:53:57,4.036250,0,0.000000,0.000000,105,35,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:54:27,4.035000,0,0.000000,0.000000,192,57,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:54:57,4.031250,0,0.000000,0.000000,102,34,3,3,3,0,0,0,2,0,0,2
2020/10/16,8:55:27,4.032500,0,0.000000,0.000000,114,38,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:55:57,4.033750,0,0.000000,0.000000,189,63,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:56:27,4.028750,0,0.000000,0.000000,150,46,3,0,0,0,0,0,0,0,0,0
2020/10/16,8:56:57,4.031250,0,0.000000,0.000000,117,39,3,3,3,0,0,0,2,0,0,2
2020/10/16,8:57:27,4.032500,0,0.000000,0.000000,102,34,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:57:57,4.033750,0,0.000000,0.000000,159,45,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:58:27,4.028750,0,0.000000,0.000000,126,42,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:58:57,4.028750,0,0.000000,0.000000,177,55,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:59:27,4.031250,0,0.000000,0.000000,57,19,0,0,0,0,0,0,0,0,0,0
2020/10/16,8:59:57,4.028750,0,0.000000,0.000000,138,42,7,0,0,0,0,0,0,0,0,0
2020/10/16,9:0:27,4.026250,0,0.000000,0.000000,93,27,3,0,0,0,0,0,0,0,0,0
2020/10/16,9:0:57,4.028750,0,0.000000,0.000000,111,37,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:1:27,4.031250,0,0.000000,0.000000,51,10,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:1:57,4.028750,0,0.000000,0.000000,126,34,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:2:27,4.028750,0,0.000000,0.000000,114,38,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:2:57,4.028750,0,0.000000,0.000000,72,20,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:3:27,4.028750,0,0.000000,0.000000,126,34,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:3:57,4.025000,0,0.000000,0.000000,126,38,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:4:27,4.025000,0,0.000000,0.000000,99,33,3,3,3,3,0,0,2,0,0,2
2020/10/16,9:4:57,4.027500,0,0.000000,0.000000,105,35,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:5:27,4.025000,0,0.000000,0.000000,132,38,3,3,3,0,0,0,1,0,0,1
2020/10/16,9:5:57,4.023750,0,0.000000,0.000000,93,27,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:6:27,4.026250,0,0.000000,0.000000,126,38,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:6:57,4.026250,0,0.000000,0.000000,240,69,0,0,0,0,1,1,1,1,1,1
2020/10/16,9:7:27,4.023750,0,0.000000,0.000000,168,46,3,3,3,0,0,0,1,0,0,1
2020/10/16,9:7:57,4.021250,0,0.000000,0.000000,240,72,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:8:27,4.026250,0,0.000000,0.000000,186,47,6,0,0,0,0,0,0,0,0,0
2020/10/16,9:8:57,4.023750,0,0.000000,0.000000,138,46,6,0,0,0,0,0,0,0,0,0
2020/10/16,9:9:14,4.015000,0,0.000000,0.000000,216,69,3,0,0,0,0,0,0,0,0,0
2020/10/16,9:9:24,4.022500,0,0.000000,0.000000,213,68,3,0,0,0,0,0,0,0,0,0
2020/10/16,9:9:44,4.021250,0,0.000000,0.000000,306,86,3,0,0,0,0,0,0,0,0,0
2020/10/16,9:9:54,4.020000,0,0.000000,0.000000,339,109,11,0,0,0,0,1,1,0,1,1
2020/10/16,9:10:14,4.023750,0,0.000000,0.000000,213,67,10,0,0,0,0,1,1,0,1,1
2020/10/16,9:10:24,4.022500,0,0.000000,0.000000,213,63,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:10:44,4.023750,0,0.000000,0.000000,126,38,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:10:54,4.023750,0,0.000000,0.000000,162,54,3,0,0,0,0,0,0,0,0,0
2020/10/16,9:11:14,4.021250,0,0.000000,0.000000,48,16,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:11:24,4.018750,0,0.000000,0.000000,150,46,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:11:44,4.018750,0,0.000000,0.000000,78,22,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:11:54,4.018750,0,0.000000,0.000000,117,31,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:12:14,4.021250,0,0.000000,0.000000,78,26,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:12:24,4.021250,0,0.000000,0.000000,90,30,3,0,0,0,0,0,0,0,0,0
2020/10/16,9:12:44,4.020000,0,0.000000,0.000000,114,34,3,3,3,3,0,0,3,0,0,3
2020/10/16,9:12:54,4.018750,0,0.000000,0.000000,195,65,6,3,3,3,0,0,3,0,0,3
2020/10/16,9:13:14,4.016250,0,0.000000,0.000000,174,58,3,3,3,0,0,0,2,0,0,2
2020/10/16,9:13:24,4.018750,0,0.000000,0.000000,153,40,0,0,0,0,0,0,0,0,0,0
2020/10/16,9:13:44,4.020000,0,0.000000,0.000000,102,31,3,0,0,0,0,0,0,0,0,0
2020/10/16,9:13:54,4.021250,0,0.000000,0.000000,114,35,0,0,0,0,0,0,0,0,0,0
