Date,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
2020/10/15,14:38:2,4.008750,0,0.000000,0.000000,132,40,3,3,0,0,0,1,1,0,1,1,24.430000,40.526367,102849.781250,-126.181694
2020/10/15,14:38:12,4.008750,0,0.000000,0.000000,171,53,3,0,0,0,0,0,0,0,0,0,24.459999,34.445312,102856.148438,-126.706284
2020/10/15,14:38:22,4.008750,0,0.000000,0.000000,171,50,3,0,0,0,0,0,0,0,0,0,24.500000,33.466797,102846.921875,-125.947212
2020/10/15,14:38:32,4.008750,0,0.000000,0.000000,195,58,3,0,0,0,1,1,1,1,1,1,24.530001,33.718750,102851.171875,-126.295952
2020/10/15,14:38:42,4.008750,0,0.000000,0.000000,183,61,0,0,0,0,1,1,1,1,1,1,24.580000,33.294922,102855.007812,-126.611900
2020/10/15,14:38:56,4.008750,0,0.000000,0.000000,207,61,0,0,0,0,0,0,0,0,0,0,24.629999,32.945312,102853.875000,-126.518509
2020/10/15,14:39:6,4.008750,0,0.000000,0.000000,231,73,0,0,0,0,0,0,0,0,0,0,24.670000,32.782227,102854.906250,-126.603951
2020/10/15,14:39:16,4.008750,0,0.000000,0.000000,171,53,0,0,0,0,0,0,0,0,0,0,24.700001,32.558594,102852.867188,-126.436043
2020/10/15,14:39:26,4.008750,0,0.000000,0.000000,123,41,0,0,0,0,0,0,0,0,0,0,24.740000,32.395508,102854.046875,-126.533409
2020/10/15,14:39:36,4.008750,0,0.000000,0.000000,48,16,0,0,0,0,0,0,0,0,0,0,24.760000,32.255859,102848.343750,-126.063461
2020/10/15,14:39:46,4.008750,0,0.000000,0.000000,153,51,0,0,0,0,0,0,0,0,0,0,24.790001,32.150391,102857.718750,-126.834442
2020/10/15,14:39:56,4.008750,0,0.000000,0.000000,123,37,0,0,0,0,0,0,0,0,0,0,24.809999,32.045898,102847.796875,-126.019745
2020/10/15,14:40:6,4.007500,0,0.000000,0.000000,126,38,0,0,0,0,0,0,0,0,0,0,24.840000,32.012695,102852.375000,-126.395309
2020/10/15,14:40:16,4.006250,0,0.000000,0.000000,165,55,3,0,0,0,0,0,0,0,0,0,24.860001,31.919922,102853.859375,-126.517509
2020/10/15,14:40:26,4.005000,0,0.000000,0.000000,144,45,0,0,0,0,0,0,0,0,0,0,24.879999,31.790039,102851.570312,-126.329735
2020/10/15,14:40:36,4.003750,0,0.000000,0.000000,99,27,0,0,0,0,0,0,0,0,0,0,24.889999,31.755859,102849.828125,-126.185669
2020/10/15,14:40:46,4.003750,0,0.000000,0.000000,81,24,0,0,0,0,0,0,0,0,0,0,24.910000,31.698242,102847.546875,-125.997887
2020/10/15,14:40:56,4.003750,0,0.000000,0.000000,126,38,3,0,0,0,0,0,0,0,0,0,24.930000,31.582031,102855.062500,-126.616867
2020/10/15,14:41:6,4.003750,0,0.000000,0.000000,147,45,0,0,0,0,0,0,0,0,0,0,24.950001,31.558594,102857.164062,-126.789734
2020/10/15,14:41:16,4.006250,0,0.000000,0.000000,165,55,3,0,0,0,0,0,0,0,0,0,24.969999,31.524414,102850.625000,-126.251244
2020/10/15,14:41:26,4.006250,0,0.000000,0.000000,294,94,6,0,0,0,0,1,1,0,1,1,24.980000,31.490234,102861.539062,-127.148384
2020/10/15,14:41:36,4.007500,0,0.000000,0.000000,285,91,3,0,0,0,0,0,0,0,0,0,25.000000,31.419922,102853.218750,-126.464851
2020/10/15,14:41:46,4.007500,0,0.000000,0.000000,174,58,0,0,0,0,0,0,0,0,0,0,25.020000,31.374023,102850.070312,-126.205536
2020/10/15,14:41:56,4.006250,0,0.000000,0.000000,129,43,0,0,0,0,0,0,0,0,0,0,25.030001,31.351562,102851.593750,-126.331718
2020/10/15,14:42:6,4.006250,0,0.000000,0.000000,228,76,7,0,0,0,0,0,0,0,0,0,25.040001,31.292969,102854.234375,-126.548309
2020/10/15,14:42:16,4.006250,0,0.000000,0.000000,177,55,0,0,0,0,0,0,0,0,0,0,25.059999,31.199219,102856.125000,-126.704292
2020/10/15,14:42:26,4.006250,0,0.000000,0.000000,198,58,7,3,3,0,0,0,1,0,0,1,25.070000,31.188477,102853.562500,-126.493668
2020/10/15,14:42:36,4.006250,0,0.000000,0.000000,216,65,10,3,3,0,0,0,2,0,0,2,25.090000,31.176758,102847.250000,-125.974037
2020/10/15,14:42:46,4.006250,0,0.000000,0.000000,225,75,0,0,0,0,0,0,0,0,0,0,25.100000,31.130859,102852.132812,-126.375435
2020/10/15,14:42:56,4.003750,0,0.000000,0.000000,150,46,0,0,0,0,0,0,0,0,0,0,25.120001,31.096680,102854.031250,-126.531425
2020/10/15,14:43:6,4.002500,0,0.000000,0.000000,159,49,0,0,0,0,0,0,0,0,0,0,25.120001,31.132812,102853.070312,-126.452934
2020/10/15,14:43:16,4.002500,0,0.000000,0.000000,216,68,3,3,3,3,0,0,2,0,0,2,25.139999,31.074219,102854.140625,-126.655609
2020/10/15,14:43:26,4.001250,0,0.000000,0.000000,210,70,7,7,3,0,0,0,3,0,0,3,25.139999,31.049805,102853.148438,-126.458893
2020/10/15,14:43:36,4.002500,0,0.000000,0.000000,228,76,14,7,3,0,0,0,3,0,0,3,25.160000,31.027344,102858.851562,-126.927834
2020/10/15,14:43:46,4.003750,0,0.000000,0.000000,240,80,10,0,0,0,0,0,0,0,0,0,25.160000,30.981445,102862.937500,-127.264618
