Timestamp,Date,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
2020-09-13 00:00:08,2020/9/13,0:0:8,4.04125,0,0.0,0.0,10161,3237,1085,226,55,13,73,149,192,48,98,127,24.370001000000002,36.40332,100661.53125,55.385326
2020-09-13 00:00:18,2020/9/13,0:0:18,4.04125,0,0.0,0.0,10410,3332,1196,206,37,13,75,157,192,49,104,127,24.370001000000002,36.355469,100663.34375,55.233677
2020-09-13 00:00:28,2020/9/13,0:0:28,4.04125,0,0.0,0.0,10839,3448,1213,246,48,9,78,168,211,51,111,140,24.379998999999998,36.380859,100663.203125,55.245304000000004
2020-09-13 00:00:38,2020/9/13,0:0:38,4.04125,0,0.0,0.0,10566,3345,1191,210,65,9,73,148,205,48,98,136,24.370001000000002,36.391602,100660.5625,55.466209
2020-09-13 00:00:48,2020/9/13,0:0:48,4.04125,0,0.0,0.0,10983,3497,1284,234,47,17,72,171,218,47,113,144,24.370001000000002,36.40332,100661.53125,55.385326
2020-09-13 00:00:58,2020/9/13,0:0:58,4.04125,0,0.0,0.0,10389,3293,1134,235,53,19,74,162,204,48,107,135,24.379998999999998,36.356445,100660.421875,55.477837
2020-09-13 00:01:08,2020/9/13,0:1:8,4.04125,0,0.0,0.0,11397,3578,1014,146,19,3,83,154,172,54,102,114,24.379998999999998,36.392578,100661.8125,55.827656000000005
2020-09-13 00:01:18,2020/9/13,0:1:18,4.04125,0,0.0,0.0,9315,2950,1017,178,26,10,64,142,173,42,94,114,24.370001000000002,36.40332,100656.375,55.817039
2020-09-13 00:01:28,2020/9/13,0:1:28,4.04125,0,0.0,0.0,10734,3455,1164,182,16,13,76,166,186,50,110,123,24.379998999999998,36.404297,100656.796875,55.781147
2020-09-13 00:01:38,2020/9/13,0:1:38,4.04125,0,0.0,0.0,11601,3642,1084,190,30,24,82,161,196,54,107,130,24.370001000000002,36.40332,100658.75,55.617863
2020-09-13 00:01:48,2020/9/13,0:1:48,4.04125,0,0.0,0.0,11304,3555,1161,202,33,16,80,169,197,52,112,130,24.370001000000002,36.415039,100659.164062,55.583488
2020-09-13 00:01:58,2020/9/13,0:1:58,4.04125,0,0.0,0.0,10986,3554,1169,226,30,13,77,169,201,50,112,133,24.360001,36.391602,100657.453125,55.726551
2020-09-13 00:02:08,2020/9/13,0:2:8,4.04125,0,0.0,0.0,10683,3443,1076,182,30,12,79,155,185,52,102,122,24.370001000000002,36.40332,100655.960938,55.851414
2020-09-13 00:02:18,2020/9/13,0:2:18,4.04125,0,0.0,0.0,9651,3055,1057,186,40,15,66,143,184,43,95,122,24.370001000000002,36.367188,100660.695312,55.45559300000001
2020-09-13 00:02:28,2020/9/13,0:2:28,4.04125,0,0.0,0.0,9726,3064,1125,170,51,16,66,147,186,43,97,123,24.370001000000002,36.40332,100657.359375,55.734638000000004
2020-09-13 00:02:38,2020/9/13,0:2:38,4.04125,0,0.0,0.0,10866,3507,1108,219,56,20,77,156,202,50,103,134,24.370001000000002,36.391602,100659.71875,55.53698000000001
2020-09-13 00:02:48,2020/9/13,0:2:48,4.04125,0,0.0,0.0,10698,3471,1260,198,57,30,77,162,210,51,107,139,24.370001000000002,36.379883,100652.335938,56.154736
2020-09-13 00:02:58,2020/9/13,0:2:58,4.04125,0,0.0,0.0,9837,3108,1120,171,33,9,68,152,176,44,100,117,24.370001000000002,36.379883,100658.328125,55.653755000000004
2020-09-13 00:03:08,2020/9/13,0:3:8,4.04125,0,0.0,0.0,11454,3633,1315,222,71,27,80,168,222,52,111,147,24.370001000000002,36.391602,100657.359375,55.734638000000004
2020-09-13 00:03:18,2020/9/13,0:3:18,4.04125,0,0.0,0.0,9630,3071,1160,202,55,23,69,149,195,45,98,129,24.370001000000002,36.379883,100656.515625,55.804905000000005
2020-09-13 00:03:28,2020/9/13,0:3:28,4.04125,0,0.0,0.0,10743,3384,1201,182,33,7,73,163,189,48,108,125,24.370001000000002,36.367188,100653.171875,56.084972
