Timestamp,Date,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
2020-09-13 00:00:07,2020/9/13,0:0:7,4.0575,0,0.0,0.0,13563,4344,1774,242,53,39,102,218,260,67,144,172,26.4,33.119141,100663.453125,55.224575
2020-09-13 00:00:17,2020/9/13,0:0:17,4.05875,0,0.0,0.0,12648,4079,1654,198,68,42,93,196,245,61,130,162,26.4,32.998047,100662.40625,55.312027
2020-09-13 00:00:27,2020/9/13,0:0:27,4.0575,0,0.0,0.0,12507,3972,1550,174,60,41,88,186,230,58,123,152,26.389999,33.071289,100660.8125,55.44548
2020-09-13 00:00:37,2020/9/13,0:0:37,4.05875,0,0.0,0.0,12111,3885,1546,166,48,40,86,188,224,56,124,148,26.389999,33.022461,100663.046875,55.258446
2020-09-13 00:00:47,2020/9/13,0:0:47,4.0575,0,0.0,0.0,12630,4076,1714,238,67,48,90,205,256,59,136,170,26.389999,33.058594,100660.171875,55.499065
2020-09-13 00:00:57,2020/9/13,0:0:57,4.0575,0,0.0,0.0,13755,4403,1666,194,63,41,100,203,249,66,135,165,26.389999,32.986328,100655.4375,55.895396999999996
2020-09-13 00:01:07,2020/9/13,0:1:7,4.0575,0,0.0,0.0,13263,4282,1642,238,66,39,97,205,254,64,136,168,26.389999,32.998047,100663.046875,55.258446
2020-09-13 00:01:17,2020/9/13,0:1:17,4.05875,0,0.0,0.0,12639,4061,1690,234,84,61,88,202,264,58,134,175,26.389999,32.986328,100655.84375,55.861526
2020-09-13 00:01:27,2020/9/13,0:1:27,4.05875,0,0.0,0.0,12612,4057,1670,223,52,36,90,200,244,59,132,162,26.389999,32.974609,100657.28125,55.741211
2020-09-13 00:01:37,2020/9/13,0:1:37,4.0575,0,0.0,0.0,13170,4212,1642,238,75,51,92,202,259,60,134,172,26.389999,33.022461,100659.765625,55.532936
2020-09-13 00:01:47,2020/9/13,0:1:47,4.05875,0,0.0,0.0,12540,4030,1606,195,68,49,94,193,242,62,128,161,26.389999,33.058594,100660.171875,55.499065
2020-09-13 00:01:57,2020/9/13,0:1:57,4.05875,0,0.0,0.0,11991,3854,1550,130,51,32,91,176,216,60,116,143,26.389999,32.998047,100657.921875,55.687626
2020-09-13 00:02:07,2020/9/13,0:2:7,4.05875,0,0.0,0.0,13602,4374,1758,206,57,41,102,210,251,67,139,167,26.389999,33.119141,100657.921875,55.687626
2020-09-13 00:02:17,2020/9/13,0:2:17,4.0575,0,0.0,0.0,13074,4239,1618,194,71,59,95,195,248,62,129,164,26.389999,33.046875,100662.25,55.325171999999995
