Timestamp,Date,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
2020-09-13 00:00:08,2020/9/13,0:0:8,4.06625,0,0.0,0.0,15390,5021,1761,283,82,12,109,229,280,72,152,186,16.23,62.271483999999994,100488.09375,69.912598
2020-09-13 00:00:18,2020/9/13,0:0:18,4.06625,0,0.0,0.0,15054,4914,1792,310,62,23,105,237,284,69,157,189,16.24,62.249023,100490.296875,69.727837
2020-09-13 00:00:28,2020/9/13,0:0:28,4.06625,0,0.0,0.0,15777,5093,1814,258,98,40,110,228,293,72,151,195,16.219998999999998,62.304688,100485.492188,70.13027199999999
2020-09-13 00:00:38,2020/9/13,0:0:38,4.06625,0,0.0,0.0,14937,4892,1657,305,90,33,107,222,283,70,148,187,16.23,62.237305000000006,100487.125,69.993088
2020-09-13 00:00:48,2020/9/13,0:0:48,4.06625,0,0.0,0.0,16179,5222,1752,315,78,32,113,240,298,75,159,198,16.23,62.179688,100484.34375,70.226456
2020-09-13 00:00:58,2020/9/13,0:0:58,4.06625,0,0.0,0.0,15942,5149,1776,309,78,16,114,238,292,75,158,194,16.219998999999998,62.247069999999994,100484.109375,70.24670400000001
2020-09-13 00:01:08,2020/9/13,0:1:8,4.06625,0,0.0,0.0,15864,5141,1761,339,102,22,110,234,303,73,155,201,16.24,62.21386700000001,100487.53125,69.95967900000001
2020-09-13 00:01:18,2020/9/13,0:1:18,4.06625,0,0.0,0.0,15345,4995,1743,309,89,16,106,227,289,70,150,192,16.24,62.21386700000001,100486.578125,70.03915400000001
2020-09-13 00:01:28,2020/9/13,0:1:28,4.06625,0,0.0,0.0,16218,5273,1775,327,89,26,114,236,301,75,156,200,16.23,62.237305000000006,100492.65625,69.529907
2020-09-13 00:01:38,2020/9/13,0:1:38,4.06625,0,0.0,0.0,15261,4990,1705,278,82,22,114,223,276,75,148,183,16.23,62.283203,100482.5625,70.375793
2020-09-13 00:01:48,2020/9/13,0:1:48,4.06625,0,0.0,0.0,15234,4933,1769,301,71,36,109,233,284,72,155,189,16.23,62.294922,100484.921875,70.177856
2020-09-13 00:01:58,2020/9/13,0:1:58,4.06625,0,0.0,0.0,15801,5142,1735,304,90,30,115,233,292,76,155,194,16.23,62.283203,100489.484375,69.795662
2020-09-13 00:02:08,2020/9/13,0:2:8,4.06625,0,0.0,0.0,15180,4964,1749,324,76,16,110,233,286,73,155,190,16.23,62.294922,100488.09375,69.912598
2020-09-13 00:02:18,2020/9/13,0:2:18,4.06625,0,0.0,0.0,15378,5009,1767,310,86,22,108,233,292,71,155,194,16.23,62.293944999999994,100492.828125,69.515739
2020-09-13 00:02:28,2020/9/13,0:2:28,4.06625,0,0.0,0.0,16506,5313,1717,316,65,20,114,246,288,75,163,191,16.219998999999998,62.189453,100479.953125,70.59449000000001
2020-09-13 00:02:38,2020/9/13,0:2:38,4.06625,0,0.0,0.0,15525,5046,1767,275,72,16,111,235,282,73,156,187,16.219998999999998,62.212891000000006,100485.492188,70.13027199999999
