Timestamp,Date,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
2020-09-13 00:00:07,2020/9/13,0:0:7,4.05875,0,0.0,0.0,5664,1826,678,70,20,3,39,87,100,29,57,71,23.280001000000002,32.015625,100771.140625,46.214931
2020-09-13 00:00:17,2020/9/13,0:0:17,4.05875,0,0.0,0.0,5937,1908,656,93,16,9,40,92,104,30,60,74,23.290001,32.003906,100770.171875,46.295742
2020-09-13 00:00:27,2020/9/13,0:0:27,4.05875,0,0.0,0.0,6486,2066,655,68,14,6,45,93,103,32,61,74,23.280001000000002,32.015625,100773.929688,45.981594
2020-09-13 00:00:37,2020/9/13,0:0:37,4.05875,0,0.0,0.0,6126,1962,713,79,16,3,43,91,102,31,60,73,23.280001000000002,31.992188,100771.140625,46.214931
2020-09-13 00:00:47,2020/9/13,0:0:47,4.05875,0,0.0,0.0,5790,1873,643,87,9,6,42,88,96,30,58,71,23.290001,32.015625,100770.171875,46.295742
2020-09-13 00:00:57,2020/9/13,0:0:57,4.05875,0,0.0,0.0,6807,2189,724,63,19,9,49,97,110,33,64,76,23.290001,31.992188,100773.375,46.028061
2020-09-13 00:01:07,2020/9/13,0:1:7,4.05875,0,0.0,0.0,5388,1724,611,65,0,0,37,86,88,28,56,67,23.280001000000002,32.02832,100769.328125,46.366451
2020-09-13 00:01:17,2020/9/13,0:1:17,4.05875,0,0.0,0.0,6171,1977,651,90,3,0,44,92,94,31,60,70,23.290001,32.040039,100771.984375,46.144222
2020-09-13 00:01:27,2020/9/13,0:1:27,4.06,0,0.0,0.0,5775,1843,690,66,13,0,43,90,98,31,59,72,23.290001,32.02832,100773.796875,45.992706
2020-09-13 00:01:37,2020/9/13,0:1:37,4.05875,0,0.0,0.0,5586,1769,555,39,9,6,38,77,85,29,52,65,23.280001000000002,32.075195,100768.90625,46.401806
2020-09-13 00:01:47,2020/9/13,0:1:47,4.05875,0,0.0,0.0,6291,2019,670,81,14,7,44,92,103,31,60,73,23.280001000000002,32.040039,100771.140625,46.214931
2020-09-13 00:01:57,2020/9/13,0:1:57,4.05875,0,0.0,0.0,6213,2001,687,49,10,3,44,88,95,31,58,70,23.27,32.074219,100770.859375,46.238163
2020-09-13 00:02:07,2020/9/13,0:2:7,4.05875,0,0.0,0.0,5928,1905,629,80,16,0,41,89,99,30,58,72,23.280001000000002,32.087891,100768.359375,46.331097
2020-09-13 00:02:17,2020/9/13,0:2:17,4.05875,0,0.0,0.0,5748,1864,638,76,16,3,44,91,101,32,60,73,23.280001000000002,32.087891,100769.328125,46.366451
2020-09-13 00:02:27,2020/9/13,0:2:27,4.05875,0,0.0,0.0,5688,1819,614,76,20,6,41,84,98,31,55,72,23.280001000000002,32.051758,100766.546875,46.599289
2020-09-13 00:02:37,2020/9/13,0:2:37,4.05875,0,0.0,0.0,5934,1894,587,58,13,3,44,84,93,32,55,70,23.280001000000002,32.076172,100769.328125,46.366451
2020-09-13 00:02:47,2020/9/13,0:2:47,4.05875,0,0.0,0.0,5472,1745,630,55,9,6,38,85,92,29,56,70,23.290001,32.051758,100766.835938,46.575047
2020-09-13 00:02:57,2020/9/13,0:2:57,4.05875,0,0.0,0.0,5769,1832,552,62,3,3,42,84,87,31,55,67,23.299999,32.112305,100771.859375,46.155334
2020-09-13 00:03:07,2020/9/13,0:3:7,4.05875,0,0.0,0.0,5877,1888,624,71,12,3,45,88,97,32,58,72,23.299999,32.077148,100771.328125,46.199272
2020-09-13 00:03:17,2020/9/13,0:3:17,4.05875,0,0.0,0.0,5979,1886,644,66,13,7,41,86,97,30,56,71,23.309998999999998,32.06543,100765.210938,46.710910999999996
2020-09-13 00:03:27,2020/9/13,0:3:27,4.05875,0,0.0,0.0,6228,2004,675,76,16,10,44,91,104,31,60,74,23.299999,32.161133,100770.359375,46.280083000000005
2020-09-13 00:03:37,2020/9/13,0:3:37,4.05875,0,0.0,0.0,6333,2004,656,48,6,3,44,89,93,31,58,69,23.299999,32.052734,100773.148438,46.046745
2020-09-13 00:03:47,2020/9/13,0:3:47,4.06,0,0.0,0.0,6264,2011,671,74,7,0,45,98,102,32,64,73,23.309998999999998,32.052734,100772.171875,46.128567
2020-09-13 00:03:57,2020/9/13,0:3:57,4.05875,0,0.0,0.0,6105,1977,714,88,23,12,48,96,112,33,63,77,23.309998999999998,32.041016,100770.78125,46.244728
2020-09-13 00:04:07,2020/9/13,0:4:7,4.05875,0,0.0,0.0,5655,1820,571,59,13,3,40,80,89,30,52,68,23.299999,32.077148,100768.96875,46.396755
2020-09-13 00:04:17,2020/9/13,0:4:17,4.05875,0,0.0,0.0,6600,2115,754,79,29,6,48,98,117,33,64,78,23.309998999999998,32.06543,100767.578125,46.51292
2020-09-13 00:04:27,2020/9/13,0:4:27,4.05875,0,0.0,0.0,6066,1951,652,67,10,3,43,89,96,31,58,71,23.299999,32.06543,100766.179688,46.629593
2020-09-13 00:04:37,2020/9/13,0:4:37,4.05875,0,0.0,0.0,6027,1912,647,66,15,15,41,86,100,30,56,72,23.299999,32.06543,100761.578125,47.014472999999995
2020-09-13 00:04:47,2020/9/13,0:4:47,4.05875,0,0.0,0.0,6081,1920,693,75,6,3,41,94,99,30,62,72,23.299999,32.124023,100770.914062,46.23362
2020-09-13 00:04:57,2020/9/13,0:4:57,4.05875,0,0.0,0.0,5838,1843,594,57,9,3,43,84,90,31,55,68,23.299999,32.112305,100772.3125,46.116951
2020-09-13 00:05:07,2020/9/13,0:5:7,4.05875,0,0.0,0.0,6204,2004,734,78,23,13,44,94,111,31,62,76,23.299999,32.136719,100770.460938,46.272003000000005
2020-09-13 00:05:17,2020/9/13,0:5:17,4.05875,0,0.0,0.0,6021,1934,620,64,20,10,44,88,102,31,58,73,23.299999,32.160156,100769.515625,46.351299
2020-09-13 00:05:27,2020/9/13,0:5:27,4.05875,0,0.0,0.0,5973,1915,586,82,18,6,42,85,97,30,56,71,23.299999,32.148438,100769.0625,46.388672
2020-09-13 00:05:37,2020/9/13,0:5:37,4.05875,0,0.0,0.0,5034,1608,526,47,6,6,37,71,76,28,49,62,23.299999,32.160156,100766.28125,46.621006
2020-09-13 00:05:47,2020/9/13,0:5:47,4.05875,0,0.0,0.0,5502,1772,620,104,30,13,41,85,108,31,56,76,23.299999,32.160156,100769.0625,46.388672
2020-09-13 00:05:57,2020/9/13,0:5:57,4.05875,0,0.0,0.0,5526,1780,602,90,16,12,39,83,97,29,54,71,23.299999,32.112305,100765.34375,46.699802000000005
2020-09-13 00:06:07,2020/9/13,0:6:7,4.05875,0,0.0,0.0,5811,1876,734,67,26,3,41,90,106,30,59,74,23.299999,32.076172,100763.953125,46.815971000000005
2020-09-13 00:06:17,2020/9/13,0:6:17,4.05875,0,0.0,0.0,6303,2043,663,52,6,3,46,90,94,32,59,70,23.299999,32.06543,100772.734375,46.081596000000005
2020-09-13 00:06:27,2020/9/13,0:6:27,4.05875,0,0.0,0.0,6099,1942,667,90,26,20,44,89,109,31,58,75,23.299999,32.100586,100769.9375,46.315437
2020-09-13 00:06:37,2020/9/13,0:6:37,4.05875,0,0.0,0.0,6600,2080,698,83,27,16,48,95,115,33,62,77,23.299999,32.112305,100768.125,46.466961
2020-09-13 00:06:47,2020/9/13,0:6:47,4.05875,0,0.0,0.0,6486,2045,667,56,12,0,46,90,97,32,59,71,23.299999,32.088867,100770.460938,46.272003000000005
2020-09-13 00:06:57,2020/9/13,0:6:57,4.05875,0,0.0,0.0,5916,1881,656,78,16,9,43,86,98,31,56,71,23.290001,32.040039,100769.625,46.341702000000005
2020-09-13 00:07:07,2020/9/13,0:7:7,4.05875,0,0.0,0.0,5967,1887,640,56,9,3,44,87,93,32,57,70,23.299999,32.040039,100769.515625,46.351299
2020-09-13 00:07:17,2020/9/13,0:7:17,4.05875,0,0.0,0.0,6117,1961,663,70,12,6,48,93,102,33,61,73,23.299999,32.052734,100773.703125,46.000282
2020-09-13 00:07:27,2020/9/13,0:7:27,4.05875,0,0.0,0.0,5928,1897,662,87,15,0,43,93,102,31,61,73,23.299999,32.06543,100771.328125,46.199272
2020-09-13 00:07:37,2020/9/13,0:7:37,4.05875,0,0.0,0.0,5799,1877,742,88,17,3,40,93,104,30,61,74,23.290001,32.063477,100768.648438,46.423522999999996
2020-09-13 00:07:47,2020/9/13,0:7:47,4.05875,0,0.0,0.0,6267,1977,690,106,27,12,45,97,116,32,64,78,23.299999,32.112305,100767.578125,46.51292
2020-09-13 00:07:57,2020/9/13,0:7:57,4.05875,0,0.0,0.0,6288,1988,663,48,6,3,46,92,96,33,61,71,23.290001,32.015625,100768.648438,46.423522999999996
2020-09-13 00:08:07,2020/9/13,0:8:7,4.05875,0,0.0,0.0,5703,1831,575,58,9,6,42,81,88,31,53,68,23.290001,32.076172,100762.234375,46.959922999999996
2020-09-13 00:08:17,2020/9/13,0:8:17,4.05875,0,0.0,0.0,6054,1920,644,98,12,9,42,95,104,30,62,74,23.299999,32.076172,100770.914062,46.23362
2020-09-13 00:08:27,2020/9/13,0:8:27,4.05875,0,0.0,0.0,6357,2027,652,87,13,6,46,97,107,33,64,75,23.290001,32.076172,100765.859375,46.656867999999996
2020-09-13 00:08:37,2020/9/13,0:8:37,4.05875,0,0.0,0.0,5931,1908,685,79,21,6,43,86,101,31,56,72,23.290001,32.099609,100767.804688,46.494232000000004
2020-09-13 00:08:47,2020/9/13,0:8:47,4.05875,0,0.0,0.0,5898,1845,608,91,7,0,43,90,94,31,59,70,23.290001,32.076172,100764.046875,46.808395000000004
2020-09-13 00:08:57,2020/9/13,0:8:57,4.05875,0,0.0,0.0,6309,2026,628,90,28,12,44,88,112,31,58,76,23.290001,32.076172,100766.835938,46.575047
2020-09-13 00:09:07,2020/9/13,0:9:7,4.05875,0,0.0,0.0,6450,2058,591,61,3,3,45,90,93,32,59,69,23.299999,32.112305,100772.3125,46.116951
2020-09-13 00:09:17,2020/9/13,0:9:17,4.05875,0,0.0,0.0,6162,1965,614,67,20,10,45,88,103,32,58,73,23.290001,32.063477,100762.65625,46.924061
2020-09-13 00:09:27,2020/9/13,0:9:27,4.05875,0,0.0,0.0,6228,1958,595,80,9,9,45,89,97,32,58,71,23.290001,32.135742,100762.65625,46.924061
2020-09-13 00:09:37,2020/9/13,0:9:37,4.06,0,0.0,0.0,6183,1974,716,99,17,3,43,98,109,31,64,75,23.299999,32.148438,100760.710938,47.087208000000004
2020-09-13 00:09:47,2020/9/13,0:9:47,4.05875,0,0.0,0.0,6012,1912,594,79,13,3,41,88,98,30,58,71,23.290001,32.183594,100765.4375,46.692226
2020-09-13 00:09:57,2020/9/13,0:9:57,4.06,0,0.0,0.0,6273,2027,652,80,7,0,48,94,101,33,62,72,23.290001,32.099609,100758.054688,47.308952000000005
2020-09-13 00:10:07,2020/9/13,0:10:7,4.05875,0,0.0,0.0,5841,1874,606,45,9,3,43,82,88,31,54,67,23.280001000000002,32.135742,100765.15625,46.715458
