Timestamp,Date,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
2020-09-13 00:00:02,2020/9/13,0:0:2,3.86625,0,0.0,0.0,14184,4528,1682,305,92,64,101,228,294,67,151,196,17.379998999999998,55.163086,100512.234375,67.889465
2020-09-13 00:00:12,2020/9/13,0:0:12,3.86375,0,0.0,0.0,14733,4646,1792,297,37,15,102,246,274,67,163,181,17.370001000000002,55.174805000000006,100507.1875,68.31208000000001
2020-09-13 00:00:22,2020/9/13,0:0:22,3.8625,0,0.0,0.0,15501,4866,1944,357,119,41,104,249,327,69,165,217,17.370001000000002,55.137694999999994,100512.046875,67.904648
2020-09-13 00:00:32,2020/9/13,0:0:32,3.86625,0,0.0,0.0,14640,4580,1560,264,75,47,102,219,278,67,145,184,17.370001000000002,55.185547,100512.046875,67.904648
2020-09-13 00:00:42,2020/9/13,0:0:42,3.86375,0,0.0,0.0,14994,4789,1746,278,72,47,109,239,295,72,158,195,17.360001,55.302733999999994,100505.546875,68.449242
2020-09-13 00:00:52,2020/9/13,0:0:52,3.86375,0,0.0,0.0,14715,4742,1773,305,53,34,104,246,287,69,163,191,17.360001,55.313477,100510.0,68.076729
2020-09-13 00:01:02,2020/9/13,0:1:2,3.86375,0,0.0,0.0,14907,4755,1859,321,88,48,102,234,302,67,156,200,17.360001,55.383789,100508.578125,68.19567099999999
2020-09-13 00:01:12,2020/9/13,0:1:12,3.86625,0,0.0,0.0,15603,5003,2013,374,91,46,106,266,331,70,177,220,17.35,55.419922,100502.117188,68.73673199999999
2020-09-13 00:01:22,2020/9/13,0:1:22,3.8625,0,0.0,0.0,14985,4749,1724,333,118,57,104,236,316,69,156,210,17.35,55.408203,100504.945312,68.49985500000001
2020-09-13 00:01:32,2020/9/13,0:1:32,3.86625,0,0.0,0.0,14277,4439,1768,285,91,50,97,231,298,64,153,198,17.35,55.34863299999999,100509.59375,68.11013
2020-09-13 00:01:42,2020/9/13,0:1:42,3.86125,0,0.0,0.0,14289,4578,1763,353,74,34,100,244,295,66,162,195,17.35,55.32421899999999,100508.390625,68.210854
2020-09-13 00:01:52,2020/9/13,0:1:52,3.86625,0,0.0,0.0,15663,4924,1709,267,95,53,110,231,300,73,154,199,17.34,55.311523,100507.171875,68.313599
2020-09-13 00:02:02,2020/9/13,0:2:2,3.85,0,0.0,0.0,14838,4701,1759,285,80,33,107,231,290,71,153,192,17.25,55.382812,100497.65625,69.110786
2020-09-13 00:02:12,2020/9/13,0:2:12,3.86125,0,0.0,0.0,14313,4527,1630,278,72,53,102,225,282,67,150,187,17.32,55.415039,100501.09375,68.822784
2020-09-13 00:02:22,2020/9/13,0:2:22,3.86375,0,0.0,0.0,15546,4968,1798,241,75,38,109,238,290,72,158,192,17.33,55.521483999999994,100502.328125,68.719528
2020-09-13 00:02:32,2020/9/13,0:2:32,3.86375,0,0.0,0.0,15540,4959,1809,268,73,38,114,245,300,75,162,199,17.309998999999998,55.686523,100504.53125,68.53478199999999
2020-09-13 00:02:42,2020/9/13,0:2:42,3.86125,0,0.0,0.0,15543,4931,1932,358,92,67,106,254,324,70,168,215,17.32,55.735352,100508.164062,68.230087
2020-09-13 00:02:52,2020/9/13,0:2:52,3.85875,0,0.0,0.0,16071,5032,2011,348,102,78,111,254,329,73,168,219,17.309998999999998,55.757812,100506.953125,68.331818
2020-09-13 00:03:02,2020/9/13,0:3:2,3.8625,0,0.0,0.0,15396,4808,1876,295,80,43,102,238,298,67,157,198,17.309998999999998,55.815430000000006,100504.734375,68.51756999999999
2020-09-13 00:03:12,2020/9/13,0:3:12,3.86125,0,0.0,0.0,15396,4823,1791,282,71,33,109,237,291,71,156,193,17.299999,55.849608999999994,100504.9375,68.500359
2020-09-13 00:03:22,2020/9/13,0:3:22,3.86125,0,0.0,0.0,15411,4802,1925,319,87,53,106,248,313,70,164,208,17.299999,55.849608999999994,100502.109375,68.73724399999999
2020-09-13 00:03:32,2020/9/13,0:3:32,3.8625,0,0.0,0.0,15756,4963,1956,316,111,63,113,248,326,74,164,216,17.280001000000002,55.908203,100505.71875,68.435066
2020-09-13 00:03:42,2020/9/13,0:3:42,3.86,0,0.0,0.0,15909,4928,1954,274,58,30,108,253,296,71,168,196,17.280001000000002,55.872069999999994,100507.140625,68.316124
2020-09-13 00:03:52,2020/9/13,0:3:52,3.86375,0,0.0,0.0,14664,4588,1785,247,64,40,100,239,287,66,159,190,17.280001000000002,55.884766000000006,100509.96875,68.079262
2020-09-13 00:04:02,2020/9/13,0:4:2,3.86375,0,0.0,0.0,16026,4983,1754,262,85,54,110,237,300,73,157,200,17.27,55.87109399999999,100505.53125,68.45076
2020-09-13 00:04:12,2020/9/13,0:4:12,3.85875,0,0.0,0.0,15042,4727,1764,299,73,57,103,239,295,68,158,196,17.27,55.87109399999999,100509.765625,68.095963
2020-09-13 00:04:22,2020/9/13,0:4:22,3.86125,0,0.0,0.0,15522,4953,1879,293,50,37,109,258,295,72,171,196,17.27,55.858398,100503.703125,68.60412600000001
2020-09-13 00:04:32,2020/9/13,0:4:32,3.86125,0,0.0,0.0,15252,4754,1824,281,78,43,103,238,296,68,158,197,17.27,55.893555000000006,100505.125,68.484673
2020-09-13 00:04:42,2020/9/13,0:4:42,3.86375,0,0.0,0.0,14997,4798,1783,249,84,54,107,233,294,71,154,196,17.27,55.96484399999999,100503.703125,68.60412600000001
2020-09-13 00:04:52,2020/9/13,0:4:52,3.8575,0,0.0,0.0,14775,4657,1846,329,78,51,103,244,307,68,162,204,17.27,55.881836,100501.484375,68.789879
2020-09-13 00:05:02,2020/9/13,0:5:2,3.8575,0,0.0,0.0,15153,4731,1802,278,76,64,105,239,297,69,158,197,17.27,55.846680000000006,100504.71875,68.51908900000001
2020-09-13 00:05:12,2020/9/13,0:5:12,3.86,0,0.0,0.0,15306,4760,1736,297,87,46,109,237,300,71,156,199,17.26,55.928711,100504.125,68.56869499999999
2020-09-13 00:05:22,2020/9/13,0:5:22,3.86125,0,0.0,0.0,14643,4665,1738,342,99,60,103,239,309,68,158,206,17.26,55.999023,100505.53125,68.45076
2020-09-13 00:05:32,2020/9/13,0:5:32,3.85875,0,0.0,0.0,15225,4755,1711,252,66,56,104,233,286,69,154,189,17.26,56.03515600000001,100504.125,68.56869499999999
2020-09-13 00:05:42,2020/9/13,0:5:42,3.85875,0,0.0,0.0,14754,4608,1838,319,70,46,102,244,296,67,162,197,17.25,56.05761700000001,100505.742188,68.433044
2020-09-13 00:05:52,2020/9/13,0:5:52,3.85625,0,0.0,0.0,15093,4783,1798,281,81,42,102,239,295,67,158,195,17.25,56.045898,100509.984375,68.077744
2020-09-13 00:06:02,2020/9/13,0:6:2,3.86125,0,0.0,0.0,14577,4603,1843,302,78,47,99,241,297,65,160,198,17.24,56.137694999999994,100505.515625,68.451775
2020-09-13 00:06:12,2020/9/13,0:6:12,3.86375,0,0.0,0.0,14979,4696,1850,261,78,51,102,235,292,67,156,193,17.23,56.173828,100504.296875,68.55452
2020-09-13 00:06:22,2020/9/13,0:6:22,3.8575,0,0.0,0.0,15150,4819,1914,325,87,67,107,251,319,70,167,212,17.23,56.232422,100502.484375,68.706367
2020-09-13 00:06:32,2020/9/13,0:6:32,3.86125,0,0.0,0.0,15144,4815,1835,256,87,64,107,238,306,70,158,203,17.23,56.314453,100504.90625,68.503403
2020-09-13 00:06:42,2020/9/13,0:6:42,3.85875,0,0.0,0.0,15810,4906,1802,316,92,55,103,246,310,68,163,206,17.23,56.232422,100500.46875,68.874916
2020-09-13 00:06:52,2020/9/13,0:6:52,3.85625,0,0.0,0.0,16203,5036,1925,286,85,49,109,251,310,72,167,206,17.219998999999998,56.148438,100501.671875,68.77419300000001
2020-09-13 00:07:02,2020/9/13,0:7:2,3.86125,0,0.0,0.0,14979,4692,1819,290,98,43,102,233,301,67,154,200,17.219998999999998,56.112305000000006,100502.28125,68.72306800000001
2020-09-13 00:07:12,2020/9/13,0:7:12,3.86,0,0.0,0.0,14718,4696,1716,295,97,60,104,231,303,69,153,202,17.219998999999998,56.041016000000006,100502.28125,68.72306800000001
2020-09-13 00:07:22,2020/9/13,0:7:22,3.85875,0,0.0,0.0,15462,4866,1731,278,84,64,106,235,299,70,156,199,17.209999,56.016602,100499.664062,68.942741
2020-09-13 00:07:32,2020/9/13,0:7:32,3.85875,0,0.0,0.0,14511,4555,1821,281,59,41,97,244,288,64,162,192,17.209999,56.028319999999994,100498.859375,69.010063
2020-09-13 00:07:42,2020/9/13,0:7:42,3.85875,0,0.0,0.0,15198,4798,1870,329,94,71,104,249,319,69,165,212,17.200001,55.93359399999999,100501.25,68.809624
2020-09-13 00:07:52,2020/9/13,0:7:52,3.85625,0,0.0,0.0,15858,5051,1835,340,94,57,110,253,323,73,168,214,17.200001,55.91015600000001,100499.4375,68.961472
2020-09-13 00:08:02,2020/9/13,0:8:2,3.86125,0,0.0,0.0,15519,4949,1757,244,90,41,115,230,293,75,152,194,17.190001000000002,55.931641000000006,100503.484375,68.622345
2020-09-13 00:08:12,2020/9/13,0:8:12,3.8575,0,0.0,0.0,15747,4955,1898,337,95,54,105,254,321,69,169,213,17.190001000000002,56.096680000000006,100505.296875,68.470497
2020-09-13 00:08:22,2020/9/13,0:8:22,3.85625,0,0.0,0.0,16056,5049,1892,315,81,40,111,259,316,73,172,210,17.190001000000002,56.14453100000001,100500.25,68.89364599999999
2020-09-13 00:08:32,2020/9/13,0:8:32,3.85625,0,0.0,0.0,14469,4560,1702,298,82,47,102,229,291,67,152,193,17.18,56.143555000000006,100497.21875,69.147743
2020-09-13 00:08:42,2020/9/13,0:8:42,3.8625,0,0.0,0.0,15573,4908,1950,310,88,46,108,250,315,71,165,209,17.18,56.178711,100496.820312,69.181145
2020-09-13 00:08:52,2020/9/13,0:8:52,3.855,0,0.0,0.0,14313,4515,1726,295,81,37,95,228,286,63,151,189,17.17,56.331055000000006,100495.0,69.333511
2020-09-13 00:09:02,2020/9/13,0:9:2,3.8575,0,0.0,0.0,15294,4798,1761,332,78,50,103,246,304,68,163,202,17.17,56.40234399999999,100500.257812,68.893135
2020-09-13 00:09:12,2020/9/13,0:9:12,3.85625,0,0.0,0.0,14424,4568,1771,289,61,28,99,237,280,65,157,185,17.17,56.35449200000001,100501.671875,68.77419300000001
2020-09-13 00:09:22,2020/9/13,0:9:22,3.85875,0,0.0,0.0,14286,4587,1866,332,98,69,99,243,318,65,161,211,17.17,56.37890600000001,100503.078125,68.656761
2020-09-13 00:09:32,2020/9/13,0:9:32,3.86125,0,0.0,0.0,14145,4439,1790,311,73,47,97,239,295,64,159,196,17.16,56.352539,100497.203125,69.14875
2020-09-13 00:09:42,2020/9/13,0:9:42,3.85375,0,0.0,0.0,14601,4570,1809,339,74,40,100,241,298,66,160,198,17.16,56.435547,100500.03125,68.911865
2020-09-13 00:09:52,2020/9/13,0:9:52,3.85625,0,0.0,0.0,14856,4613,1698,235,80,41,104,219,279,69,145,185,17.15,56.601562,100497.0,69.165962
2020-09-13 00:10:02,2020/9/13,0:10:2,3.86,0,0.0,0.0,15408,4890,1784,262,70,37,103,241,291,68,160,193,17.15,56.63671899999999,100495.585938,69.284409
2020-09-13 00:10:12,2020/9/13,0:10:12,3.855,0,0.0,0.0,15231,4782,1788,281,104,68,105,236,312,69,156,207,17.139999,56.646483999999994,100499.632812,68.945274
2020-09-13 00:10:22,2020/9/13,0:10:22,3.85375,0,0.0,0.0,14589,4598,1698,280,72,48,102,231,284,67,153,188,17.139999,56.728516000000006,100499.632812,68.945274
2020-09-13 00:10:32,2020/9/13,0:10:32,3.85875,0,0.0,0.0,14835,4621,1776,282,82,33,96,236,291,63,156,193,17.139999,56.716797,100496.398438,69.216072
2020-09-13 00:10:42,2020/9/13,0:10:42,3.85875,0,0.0,0.0,14997,4620,1850,255,71,38,99,235,285,65,156,189,17.129998999999998,56.704102,100498.421875,69.047012
2020-09-13 00:10:52,2020/9/13,0:10:52,3.85625,0,0.0,0.0,15306,4808,1873,284,65,44,104,244,293,69,162,195,17.129998999999998,56.705078,100493.171875,69.486885
2020-09-13 00:11:02,2020/9/13,0:11:2,3.85375,0,0.0,0.0,15594,4901,1852,344,84,57,105,251,315,69,167,209,17.129998999999998,56.64550799999999,100498.015625,69.080925
2020-09-13 00:11:12,2020/9/13,0:11:12,3.85875,0,0.0,0.0,15606,4928,1908,315,145,96,106,234,343,69,155,227,17.120001000000002,56.69140600000001,100501.421875,68.795448
2020-09-13 00:11:22,2020/9/13,0:11:22,3.85375,0,0.0,0.0,15072,4762,1760,356,101,67,104,241,316,69,160,210,17.129998999999998,56.727539,100491.960938,69.58811999999999
2020-09-13 00:11:32,2020/9/13,0:11:32,3.8575,0,0.0,0.0,16170,5058,1818,288,74,51,116,248,302,76,164,201,17.120001000000002,56.703125,100501.015625,68.82936099999999
2020-09-13 00:11:42,2020/9/13,0:11:42,3.85625,0,0.0,0.0,15105,4742,1891,316,78,56,103,250,310,68,165,206,17.110001,56.76171899999999,100501.226562,68.811646
2020-09-13 00:11:52,2020/9/13,0:11:52,3.85625,0,0.0,0.0,15336,4799,1803,288,92,56,106,239,304,70,158,202,17.110001,56.809569999999994,100498.398438,69.04853100000001
2020-09-13 00:12:02,2020/9/13,0:12:2,3.8575,0,0.0,0.0,14991,4703,1787,255,61,41,102,235,284,67,156,188,17.110001,56.820312,100495.164062,69.31933599999999
2020-09-13 00:12:12,2020/9/13,0:12:12,3.8525,0,0.0,0.0,15684,4931,1784,316,69,45,111,245,299,73,163,198,17.110001,56.916016000000006,100492.742188,69.522827
2020-09-13 00:12:22,2020/9/13,0:12:22,3.85625,0,0.0,0.0,15408,4849,1808,265,70,40,104,239,292,69,159,194,17.110001,56.9375,100497.1875,69.150269
2020-09-13 00:12:32,2020/9/13,0:12:32,3.855,0,0.0,0.0,15441,4820,1862,246,63,27,102,235,280,67,156,186,17.110001,56.819336,100494.359375,69.38716099999999
2020-09-13 00:12:42,2020/9/13,0:12:42,3.85875,0,0.0,0.0,14982,4671,1688,228,73,33,101,226,277,67,149,184,17.1,56.748047,100493.953125,69.421585
2020-09-13 00:12:52,2020/9/13,0:12:52,3.85125,0,0.0,0.0,14757,4693,1846,309,95,57,103,240,308,68,159,204,17.1,56.748047,100493.554688,69.454491
2020-09-13 00:13:02,2020/9/13,0:13:2,3.85625,0,0.0,0.0,14796,4711,1863,337,101,80,102,244,321,67,162,213,17.1,56.72363299999999,100500.21875,68.89617199999999
