Timestamp,Date,Time,Battery,Fix,Latitude,Longitude,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0,PM1_Std,PM2.5_Std,PM10_Std,PM1_Env,PM2.5_Env,PM10_Env,Temp(C),RH(%),P(hPa),Alti(m)
2020-09-13 00:00:00,2020/9/13,0:0:0,4.0425,0,0.0,0.0,14568,4749,1838,294,84,36,104,220,290,69,146,193,16.24,63.981444999999994,100697.234375,52.397202
2020-09-13 00:00:10,2020/9/13,0:0:10,4.0425,0,0.0,0.0,14226,4649,1758,314,78,37,101,227,290,67,151,193,16.24,63.969727,100691.234375,52.89954399999999
2020-09-13 00:00:20,2020/9/13,0:0:20,4.0425,0,0.0,0.0,14892,4842,1813,277,75,48,109,218,280,71,144,186,16.24,63.969727,100690.234375,52.982932999999996
2020-09-13 00:00:30,2020/9/13,0:0:30,4.0425,0,0.0,0.0,15681,5091,1836,258,53,37,114,234,278,75,155,185,16.24,63.95800799999999,100697.234375,52.397202
2020-09-13 00:00:40,2020/9/13,0:0:40,4.0425,0,0.0,0.0,14868,4834,1841,277,52,31,108,232,280,71,154,186,16.24,64.014648,100690.828125,52.933403000000006
2020-09-13 00:00:50,2020/9/13,0:0:50,4.0425,0,0.0,0.0,15105,4920,1877,242,57,20,111,228,281,74,151,186,16.24,64.039062,100695.835938,52.514446
2020-09-13 00:01:00,2020/9/13,0:1:0,4.0425,0,0.0,0.0,15348,5020,1851,262,67,31,113,229,286,75,152,190,16.24,64.07324200000001,100691.632812,52.866188
2020-09-13 00:01:10,2020/9/13,0:1:10,4.0425,0,0.0,0.0,13455,4384,1632,231,67,41,99,202,264,65,134,175,16.24,64.12988299999999,100687.625,53.201767000000004
2020-09-13 00:01:20,2020/9/13,0:1:20,4.0425,0,0.0,0.0,14049,4571,1682,216,30,16,105,214,249,69,142,165,16.23,64.186523,100691.03125,52.916222
2020-09-13 00:01:30,2020/9/13,0:1:30,4.0425,0,0.0,0.0,14547,4756,1816,275,76,26,105,224,281,69,149,187,16.23,64.12793,100686.828125,53.267975
2020-09-13 00:01:40,2020/9/13,0:1:40,4.0425,0,0.0,0.0,13992,4493,1725,278,77,27,98,211,272,65,140,181,16.219998999999998,64.115234,100686.59375,53.287684999999996
2020-09-13 00:01:50,2020/9/13,0:1:50,4.0425,0,0.0,0.0,16644,5380,1862,277,60,46,118,242,295,78,160,196,16.23,64.105469,100687.828125,53.184585999999996
2020-09-13 00:02:00,2020/9/13,0:2:0,4.0425,0,0.0,0.0,14271,4612,1882,299,43,18,104,226,275,69,150,183,16.219998999999998,64.05761700000001,100688.390625,53.137581000000004
2020-09-13 00:02:10,2020/9/13,0:2:10,4.0425,0,0.0,0.0,14334,4643,1704,261,74,45,107,217,276,71,144,183,16.23,64.082031,100688.226562,53.151226
2020-09-13 00:02:20,2020/9/13,0:2:20,4.0425,0,0.0,0.0,14493,4721,1804,302,100,66,106,225,300,70,149,199,16.219998999999998,64.092773,100689.796875,53.019825
2020-09-13 00:02:30,2020/9/13,0:2:30,4.0425,0,0.0,0.0,14691,4793,1826,329,96,48,110,230,297,73,153,197,16.219998999999998,64.05761700000001,100690.796875,52.935931999999994
2020-09-13 00:02:40,2020/9/13,0:2:40,4.0425,0,0.0,0.0,14739,4790,1740,329,87,42,107,219,292,71,145,194,16.23,64.045898,100686.023438,53.335701
2020-09-13 00:02:50,2020/9/13,0:2:50,4.0425,0,0.0,0.0,14235,4629,1726,325,100,63,99,217,296,65,144,196,16.23,64.012695,100692.4375,52.798973
2020-09-13 00:03:00,2020/9/13,0:3:0,4.0425,0,0.0,0.0,14523,4707,1750,259,93,62,102,215,286,67,142,190,16.219998999999998,64.045898,100690.796875,52.935931999999994
2020-09-13 00:03:10,2020/9/13,0:3:10,4.0425,0,0.0,0.0,15390,4959,1882,287,69,38,109,234,293,72,155,195,16.219998999999998,64.011719,100686.1875,53.321548
2020-09-13 00:03:20,2020/9/13,0:3:20,4.0425,0,0.0,0.0,14931,4891,1792,269,58,44,110,233,282,73,155,187,16.219998999999998,64.0,100680.59375,53.79006999999999
2020-09-13 00:03:30,2020/9/13,0:3:30,4.0425,0,0.0,0.0,14853,4840,1683,311,81,51,110,222,291,73,147,193,16.219998999999998,64.045898,100689.398438,53.053181
2020-09-13 00:03:40,2020/9/13,0:3:40,4.0425,0,0.0,0.0,14433,4716,1618,265,72,28,104,215,267,68,142,177,16.219998999999998,64.06933599999999,100694.0,52.668079000000006
2020-09-13 00:03:50,2020/9/13,0:3:50,4.0425,0,0.0,0.0,15351,4987,1904,321,99,53,111,232,313,73,154,208,16.23,64.105469,100686.828125,53.267975
2020-09-13 00:04:00,2020/9/13,0:4:0,4.0425,0,0.0,0.0,14601,4731,1791,250,64,23,107,219,268,71,145,178,16.23,64.082031,100691.03125,52.916222
2020-09-13 00:04:10,2020/9/13,0:4:10,4.0425,0,0.0,0.0,13788,4465,1829,297,92,47,99,214,289,65,142,192,16.23,64.115234,100684.625,53.45245
2020-09-13 00:04:20,2020/9/13,0:4:20,4.0425,0,0.0,0.0,14652,4764,1864,303,73,34,103,227,287,68,151,190,16.219998999999998,64.172852,100686.828125,53.267975
2020-09-13 00:04:30,2020/9/13,0:4:30,4.0425,0,0.0,0.0,15003,4885,1817,250,34,16,113,227,265,75,151,176,16.219998999999998,64.115234,100689.398438,53.053181
2020-09-13 00:04:40,2020/9/13,0:4:40,4.0425,0,0.0,0.0,15084,4919,1763,304,85,52,111,222,298,73,147,198,16.23,64.12793,100687.828125,53.184585999999996
2020-09-13 00:04:50,2020/9/13,0:4:50,4.0425,0,0.0,0.0,15111,4931,1781,265,54,30,110,231,275,73,153,183,16.219998999999998,64.18457,100687.59375,53.204296
